Year,Field,Transect,Plot,Group,Cover_Bareground,Cover_Litter,Cover_Group
1994,45,Y,22,C3_Perennial,0,0.8625,0.09
1994,45,Y,22,Forb_Perennial,0,0.8625,0.035
1994,45,Y,22,C4S_Perennial,0,0.8625,0.0075
1994,45,Y,22,Annual,0,0.8625,0.0025
1994,45,Y,22,Leg_Perennial,0,0.8625,0.0025
1994,45,Y,23,C3_Perennial,0,0.8425,0.14
1994,45,Y,23,Forb_Perennial,0,0.8425,0.01
1994,45,Y,23,Annual,0,0.8425,0.005
1994,45,Y,23,Leg_Perennial,0,0.8425,0.0025
1994,45,Y,24,C3_Perennial,0,0.8125,0.13
1994,45,Y,24,Forb_Perennial,0,0.8125,0.035
1994,45,Y,24,C4S_Perennial,0,0.8125,0.02
1994,45,Y,24,Leg_Perennial,0,0.8125,0.0025
1994,45,Y,25,C3_Perennial,0,0.825,0.115
1994,45,Y,25,Forb_Perennial,0,0.825,0.025
1994,45,Y,25,C4S_Perennial,0,0.825,0.025
1994,45,Y,25,Annual,0,0.825,0.0075
1994,45,Y,25,Leg_Perennial,0,0.825,0.0025
1994,47,G,1,C3_Perennial,0.00625,0.5475,0.38
1994,47,G,1,Annual,0.00625,0.5475,0.0575
1994,47,G,1,Forb_Perennial,0.00625,0.5475,0.0025
1994,47,G,2,C3_Perennial,0,0.5375,0.37
1994,47,G,2,Annual,0,0.5375,0.0625
1994,47,G,2,Forb_Perennial,0,0.5375,0.01
1994,47,G,2,Leg_Perennial,0,0.5375,0.02
1994,47,G,3,C3_Perennial,0,0.53,0.35
1994,47,G,3,Annual,0,0.53,0.07
1994,47,G,3,Forb_Perennial,0,0.53,0.03
1994,47,G,3,Leg_Perennial,0,0.53,0.02
1994,47,G,4,C3_Perennial,0,0.385,0.35
1994,47,G,4,Annual,0,0.385,0.2025
1994,47,G,4,Forb_Perennial,0,0.385,0.06
1994,47,G,5,C3_Perennial,0,0.32,0.24
1994,47,G,5,Annual,0,0.32,0.2
1994,47,G,5,Forb_Perennial,0,0.32,0.24
1994,47,G,6,C3_Perennial,0,0.3475,0.2
1994,47,G,6,Annual,0,0.3475,0.1825
1994,47,G,6,Forb_Perennial,0,0.3475,0.27
1994,47,G,7,C3_Perennial,0,0.3175,0.45
1994,47,G,7,Annual,0,0.3175,0.2225
1994,47,G,7,Forb_Perennial,0,0.3175,0.01
1994,47,G,8,C3_Perennial,0,0.265,0.5
1994,47,G,8,Annual,0,0.265,0.125
1994,47,G,8,Forb_Perennial,0,0.265,0.08
1994,47,G,8,Leg_Perennial,0,0.265,0.03
1994,47,G,9,C3_Perennial,0,0.505,0.26
1994,47,G,9,Annual,0,0.505,0.1325
1994,47,G,9,Forb_Perennial,0,0.505,0.1
1994,47,G,9,Leg_Perennial,0,0.505,0.0025
1994,47,G,10,C3_Perennial,0,0.515,0.32
1994,47,G,10,Annual,0,0.515,0.095
1994,47,G,10,Forb_Perennial,0,0.515,0.06
1994,47,G,11,C3_Perennial,0,0.475,0.38
1994,47,G,11,Annual,0,0.475,0.085
1994,47,G,11,Forb_Perennial,0,0.475,0.05
1994,47,G,11,Leg_Perennial,0,0.475,0.01
1994,47,G,12,C3_Perennial,0,0.6275,0.28
1994,47,G,12,Annual,0,0.6275,0.04
1994,47,G,12,Forb_Perennial,0,0.6275,0.0525
1994,47,G,13,C3_Perennial,0.15,0.485,0.22
1994,47,G,13,Annual,0.15,0.485,0.035
1994,47,G,13,Forb_Perennial,0.15,0.485,0.11
1994,47,G,14,C3_Perennial,0,0.26,0.27
1994,47,G,14,Annual,0,0.26,0.1
1994,47,G,14,Forb_Perennial,0,0.26,0.32
1994,47,G,14,NA,0,0.26,0.05
1994,47,G,15,C3_Perennial,0,0.59,0.21
1994,47,G,15,C4S_Perennial,0,0.59,0.05
1994,47,G,15,Forb_Perennial,0,0.59,0.15
1994,47,G,16,C3_Perennial,0.02,0.6025,0.17
1994,47,G,16,Annual,0.02,0.6025,0.0825
1994,47,G,16,Forb_Perennial,0.02,0.6025,0.12
1994,47,G,16,Leg_Perennial,0.02,0.6025,0.005
1994,47,G,17,C3_Perennial,0.2,0.4325,0.25
1994,47,G,17,Annual,0.2,0.4325,0.0575
1994,47,G,17,Forb_Perennial,0.2,0.4325,0.06
1994,47,G,18,C3_Perennial,0.03,0.4675,0.36
1994,47,G,18,Annual,0.03,0.4675,0.0525
1994,47,G,18,Forb_Perennial,0.03,0.4675,0.06
1994,47,G,18,Leg_Perennial,0.03,0.4675,0.03
1994,47,G,19,C3_Perennial,0,0.6925,0.2525
1994,47,G,19,Annual,0,0.6925,0.0225
1994,47,G,19,Forb_Perennial,0,0.6925,0.03
1994,47,G,19,Leg_Perennial,0,0.6925,0.0025
1994,47,G,20,C3_Perennial,0.07,0.43,0.4125
1994,47,G,20,Annual,0.07,0.43,0.0275
1994,47,G,20,Forb_Perennial,0.07,0.43,0.055
1994,47,G,20,Leg_Perennial,0.07,0.43,0.005
1994,47,G,21,C3_Perennial,0,0.4925,0.42
1994,47,G,21,Annual,0,0.4925,0.0375
1994,47,G,21,Forb_Perennial,0,0.4925,0.05
1994,47,G,22,C3_Perennial,0,0.765,0.17
1994,47,G,22,Annual,0,0.765,0.03
1994,47,G,22,Forb_Perennial,0,0.765,0.035
1994,47,G,23,C3_Perennial,0,0.67,0.31
1994,47,G,23,Forb_Perennial,0,0.67,0.02
1994,47,G,24,C3_Perennial,0,0.5975,0.32
1994,47,G,24,Annual,0,0.5975,0.0025
1994,47,G,24,C4S_Perennial,0,0.5975,0.06
1994,47,G,24,Leg_Perennial,0,0.5975,0.02
1994,47,G,25,C3_Perennial,0,0.7075,0.27
1994,47,G,25,Annual,0,0.7075,0.0075
1994,47,G,25,Forb_Perennial,0,0.7075,0.015
1994,47,R,1,C3_Perennial,0,0.52,0.44
1994,47,R,1,Annual,0,0.52,0.01
1994,47,R,1,Forb_Perennial,0,0.52,0.03
1994,47,R,2,C3_Perennial,0,0.4625,0.5
1994,47,R,2,Annual,0,0.4625,0.0375
1994,47,R,3,C3_Perennial,0,0.43,0.48
1994,47,R,3,Annual,0,0.43,0.09
1994,47,R,4,C3_Perennial,0.01,0.4675,0.5
1994,47,R,4,Annual,0.01,0.4675,0.0225
1994,47,R,5,C3_Perennial,0,0.47,0.48
1994,47,R,5,Annual,0,0.47,0.01
1994,47,R,5,Forb_Perennial,0,0.47,0.04
1994,47,R,6,C3_Perennial,0.02,0.41,0.5
1994,47,R,6,Annual,0.02,0.41,0.025
1994,47,R,6,Forb_Perennial,0.02,0.41,0.04
1994,47,R,6,Leg_Perennial,0.02,0.41,0.005
1994,47,R,7,C3_Perennial,0,0.425,0.51
1994,47,R,7,Annual,0,0.425,0.0225
1994,47,R,7,Forb_Perennial,0,0.425,0.04
1994,47,R,7,Leg_Perennial,0,0.425,0.0025
1994,47,R,8,C3_Perennial,0.1,0.41,0.43
1994,47,R,8,Annual,0.1,0.41,0.03
1994,47,R,8,Forb_Perennial,0.1,0.41,0.03
1994,47,R,9,C3_Perennial,0.04,0.48,0.45
1994,47,R,9,Annual,0.04,0.48,0.01
1994,47,R,9,Forb_Perennial,0.04,0.48,0.02
1994,47,R,10,C3_Perennial,0.03,0.3775,0.53
1994,47,R,10,Annual,0.03,0.3775,0.0425
1994,47,R,10,Forb_Perennial,0.03,0.3775,0.02
1994,47,R,11,C3_Perennial,0,0.455,0.49
1994,47,R,11,Annual,0,0.455,0.025
1994,47,R,11,Forb_Perennial,0,0.455,0.03
1994,47,R,12,C3_Perennial,0,0.535,0.45
1994,47,R,12,Annual,0,0.535,0.005
1994,47,R,12,Forb_Perennial,0,0.535,0.01
1994,47,R,13,C3_Perennial,0,0.4275,0.56
1994,47,R,13,Annual,0,0.4275,0.0025
1994,47,R,13,Forb_Perennial,0,0.4275,0.01
1994,47,R,14,C3_Perennial,0,0.505,0.49
1994,47,R,14,Annual,0,0.505,0.005
1994,47,R,15,C3_Perennial,0.02,0.395,0.54
1994,47,R,15,Annual,0.02,0.395,0.015
1994,47,R,15,Forb_Perennial,0.02,0.395,0.03
1994,47,R,16,C3_Perennial,0.01,0.4925,0.47
1994,47,R,16,Annual,0.01,0.4925,0.0275
1994,47,R,17,C3_Perennial,0.05,0.355,0.55
1994,47,R,17,Annual,0.05,0.355,0.005
1994,47,R,17,Forb_Perennial,0.05,0.355,0.04
1994,47,R,18,C3_Perennial,0,0.425,0.57
1994,47,R,18,Annual,0,0.425,0.005
1994,47,R,19,C3_Perennial,0,0.4675,0.53
1994,47,R,19,Leg_Perennial,0,0.4675,0.0025
1994,47,R,20,C3_Perennial,0,0.51,0.49
1994,47,R,21,C3_Perennial,0,0.495,0.39
1994,47,R,21,Forb_Perennial,0,0.495,0.115
1994,47,R,22,C3_Perennial,0.01,0.46,0.52
1994,47,R,22,Annual,0.01,0.46,0.0075
1994,47,R,22,Forb_Perennial,0.01,0.46,0.0025
1994,47,R,23,C3_Perennial,0.02,0.475,0.48
1994,47,R,23,Annual,0.02,0.475,0.005
1994,47,R,23,Forb_Perennial,0.02,0.475,0.02
1994,47,R,24,C3_Perennial,0,0.445,0.49
1994,47,R,24,Annual,0,0.445,0.015
1994,47,R,24,Forb_Perennial,0,0.445,0.05
1994,47,R,25,C3_Perennial,0.01,0.545,0.38
1994,47,R,25,Annual,0.01,0.545,0.015
1994,47,R,25,Forb_Perennial,0.01,0.545,0.05
1994,47,W,1,C3_Perennial,0.16,0.3225,0.3125
1994,47,W,1,Annual,0.16,0.3225,0.025
1994,47,W,1,Forb_Perennial,0.16,0.3225,0.01
1994,47,W,2,Forb_Perennial,0.15,0.3925,0.125
1994,47,W,2,C3_Perennial,0.15,0.3925,0.275
1994,47,W,2,Annual,0.15,0.3925,0.0275
1994,47,W,2,C4S_Perennial,0.15,0.3925,0.02
1994,47,W,3,C3_Perennial,0.1,0.475,0.3525
1994,47,W,3,Annual,0.1,0.475,0.0125
1994,47,W,3,C4S_Perennial,0.1,0.475,0.04
1994,47,W,3,Forb_Perennial,0.1,0.475,0.02
1994,47,W,4,C3_Perennial,0.01,0.3625,0.46
1994,47,W,4,Annual,0.01,0.3625,0.1425
1994,47,W,4,Forb_Perennial,0.01,0.3625,0.025
1994,47,W,5,Forb_Perennial,0,0.31,0.085
1994,47,W,5,C3_Perennial,0,0.31,0.48
1994,47,W,5,Annual,0,0.31,0.095
1994,47,W,5,C4S_Perennial,0,0.31,0.03
1994,47,W,6,Forb_Perennial,0,0.715,0.025
1994,47,W,6,C3_Perennial,0,0.715,0.21
1994,47,W,6,Annual,0,0.715,0.025
1994,47,W,6,Leg_Perennial,0,0.715,0.005
1994,47,W,6,C4S_Perennial,0,0.715,0.02
1994,47,W,7,Forb_Perennial,0,0.58,0.2125
1994,47,W,7,C3_Perennial,0,0.58,0.2075
1994,47,W,8,Forb_Perennial,0,0.6025,0.065
1994,47,W,8,C3_Perennial,0,0.6025,0.31
1994,47,W,8,Annual,0,0.6025,0.0225
1994,47,W,9,Forb_Perennial,0,0.49,0.14
1994,47,W,9,C3_Perennial,0,0.49,0.36
1994,47,W,9,Annual,0,0.49,0.01
1994,47,W,10,Forb_Perennial,0.0075,0.4925,0.02
1994,47,W,10,C3_Perennial,0.0075,0.4925,0.46
1994,47,W,10,Annual,0.0075,0.4925,0.0125
1994,47,W,11,C3_Perennial,0,0.6275,0.3625
1994,47,W,11,Annual,0,0.6275,0.01
1994,47,W,12,Forb_Perennial,0,0.5325,0.06
1994,47,W,12,C3_Perennial,0,0.5325,0.405
1994,47,W,12,Annual,0,0.5325,0.0025
1994,47,W,13,Forb_Perennial,0,0.5575,0.07
1994,47,W,13,C3_Perennial,0,0.5575,0.355
1994,47,W,13,Annual,0,0.5575,0.0125
1994,47,W,13,Leg_Perennial,0,0.5575,0.005
1994,47,W,14,Forb_Perennial,0,0.655,0.05
1994,47,W,14,C3_Perennial,0,0.655,0.26
1994,47,W,14,Annual,0,0.655,0.0325
1994,47,W,14,Leg_Perennial,0,0.655,0.0025
1994,47,W,15,Forb_Perennial,0,0.59,0.02
1994,47,W,15,C3_Perennial,0,0.59,0.36
1994,47,W,15,Annual,0,0.59,0.0275
1994,47,W,15,C4S_Perennial,0,0.59,0.0025
1994,47,W,16,Forb_Perennial,0.03,0.48,0.1425
1994,47,W,16,C3_Perennial,0.03,0.48,0.31
1994,47,W,16,Annual,0.03,0.48,0.0275
1994,47,W,16,Leg_Perennial,0.03,0.48,0.01
1994,47,W,17,Forb_Perennial,0,0.4025,0.14
1994,47,W,17,C3_Perennial,0,0.4025,0.405
1994,47,W,17,Annual,0,0.4025,0.0525
1994,47,W,18,C3_Perennial,0,0.3625,0.3225
1994,47,W,18,Annual,0,0.3625,0.05
1994,47,W,18,Forb_Perennial,0,0.3625,0.265
1994,47,W,19,Forb_Perennial,0,0.4825,0.055
1994,47,W,19,C3_Perennial,0,0.4825,0.365
1994,47,W,19,Annual,0,0.4825,0.0975
1994,47,W,20,Forb_Perennial,0,0.3825,0.135
1994,47,W,20,C3_Perennial,0,0.3825,0.415
1994,47,W,20,Annual,0,0.3825,0.0675
1994,47,W,21,Forb_Perennial,0,0.5125,0.0275
1994,47,W,21,C3_Perennial,0,0.5125,0.44
1994,47,W,21,Annual,0,0.5125,0.02
1994,47,W,22,Forb_Perennial,0.005,0.535,0.06
1994,47,W,22,C3_Perennial,0.005,0.535,0.3525
1994,47,W,22,Annual,0.005,0.535,0.0475
1994,47,W,23,Forb_Perennial,0.02,0.525,0.075
1994,47,W,23,C3_Perennial,0.02,0.525,0.35
1994,47,W,23,Annual,0.02,0.525,0.03
1994,47,W,24,Forb_Perennial,0.03,0.5125,0.045
1994,47,W,24,C3_Perennial,0.03,0.5125,0.31
1994,47,W,24,Annual,0.03,0.5125,0.1025
1994,47,W,25,Forb_Perennial,0,0.5775,0.08
1994,47,W,25,C3_Perennial,0,0.5775,0.275
1994,47,W,25,Annual,0,0.5775,0.0675
1994,47,Y,1,C3_Perennial,0.02,0.55,0.43
1994,47,Y,2,C3_Perennial,0,0.59,0.37
1994,47,Y,2,Annual,0,0.59,0.01
1994,47,Y,2,Forb_Perennial,0,0.59,0.03
1994,47,Y,3,C3_Perennial,0,0.65,0.315
1994,47,Y,3,Annual,0,0.65,0.005
1994,47,Y,3,Forb_Perennial,0,0.65,0.03
1994,47,Y,4,C3_Perennial,0.5,0.27,0.21
1994,47,Y,4,Forb_Perennial,0.5,0.27,0.02
1994,47,Y,5,Forb_Perennial,0.01,0.65,0.075
1994,47,Y,5,C3_Perennial,0.01,0.65,0.2325
1994,47,Y,5,Annual,0.01,0.65,0.03
1994,47,Y,6,Forb_Perennial,0.02,0.645,0.12
1994,47,Y,6,C3_Perennial,0.02,0.645,0.19
1994,47,Y,6,Annual,0.02,0.645,0.025
1994,47,Y,7,Forb_Perennial,0.01,0.695,0.045
1994,47,Y,7,C3_Perennial,0.01,0.695,0.245
1994,47,Y,7,Annual,0.01,0.695,0.0025
1994,47,Y,8,Forb_Perennial,0,0.74,0.02
1994,47,Y,8,C3_Perennial,0,0.74,0.22
1994,47,Y,8,Annual,0,0.74,0.0175
1994,47,Y,9,Forb_Perennial,0.02,0.68,0.0225
1994,47,Y,9,C3_Perennial,0.02,0.68,0.175
1994,47,Y,9,Annual,0.02,0.68,0.1025
1994,47,Y,10,Forb_Perennial,0.06,0.645,0.08
1994,47,Y,10,C3_Perennial,0.06,0.645,0.185
1994,47,Y,10,Annual,0.06,0.645,0.03
1994,47,Y,11,Forb_Perennial,0,0.745,0.07
1994,47,Y,11,C3_Perennial,0,0.745,0.18
1994,47,Y,11,Annual,0,0.745,0.005
1994,47,Y,12,Forb_Perennial,0,0.7325,0.0525
1994,47,Y,12,C3_Perennial,0,0.7325,0.21
1994,47,Y,12,Annual,0,0.7325,0.005
1994,47,Y,13,Forb_Perennial,0.0075,0.69,0.08
1994,47,Y,13,C3_Perennial,0.0075,0.69,0.22
1994,47,Y,13,Annual,0.0075,0.69,0.0025
1994,47,Y,14,Forb_Perennial,0,0.745,0.035
1994,47,Y,14,C3_Perennial,0,0.745,0.22
1994,47,Y,15,C3_Perennial,0.025,0.72,0.225
1994,47,Y,15,Annual,0.025,0.72,0.02
1994,47,Y,15,Forb_Perennial,0.025,0.72,0.01
1994,47,Y,16,Forb_Perennial,0,0.6725,0.1575
1994,47,Y,16,C3_Perennial,0,0.6725,0.16
1994,47,Y,16,Annual,0,0.6725,0.01
1994,47,Y,17,Forb_Perennial,0,0.6825,0.15
1994,47,Y,17,C3_Perennial,0,0.6825,0.15
1994,47,Y,17,Annual,0,0.6825,0.0175
1994,47,Y,18,Forb_Perennial,0,0.745,0.12
1994,47,Y,18,C3_Perennial,0,0.745,0.135
1994,47,Y,19,Forb_Perennial,0,0.6925,0.065
1994,47,Y,19,C3_Perennial,0,0.6925,0.225
1994,47,Y,19,Annual,0,0.6925,0.0125
1994,47,Y,20,Forb_Perennial,0,0.8075,0.01
1994,47,Y,20,C3_Perennial,0,0.8075,0.17
1994,47,Y,20,Annual,0,0.8075,0.0125
1994,47,Y,21,Forb_Perennial,0,0.765,0.04
1994,47,Y,21,C3_Perennial,0,0.765,0.17
1994,47,Y,21,Annual,0,0.765,0.025
1994,47,Y,22,Forb_Perennial,0,0.71,0.045
1994,47,Y,22,C3_Perennial,0,0.71,0.245
1994,47,Y,23,Forb_Perennial,0.0025,0.755,0.085
1994,47,Y,23,C3_Perennial,0.0025,0.755,0.15
1994,47,Y,23,Annual,0.0025,0.755,0.0075
1994,47,Y,24,Forb_Perennial,0.0075,0.6775,0.11
1994,47,Y,24,C3_Perennial,0.0075,0.6775,0.14
1994,47,Y,24,Annual,0.0075,0.6775,0.0575
1994,47,Y,25,Forb_Perennial,0,0.72,0.125
1994,47,Y,25,C3_Perennial,0,0.72,0.14
1994,47,Y,25,Annual,0,0.72,0.015
1994,53,G,1,C3_Perennial,0,0.81,0.18
1994,53,G,1,Annual,0,0.81,0.01
1994,53,G,2,C3_Perennial,0,0.755,0.24
1994,53,G,2,Annual,0,0.755,0.005
1994,53,G,3,C3_Perennial,0,0.7575,0.23
1994,53,G,3,Annual,0,0.7575,0.0125
1994,53,G,4,C3_Perennial,0.02,0.73,0.21
1994,53,G,4,Annual,0.02,0.73,0.04
1994,53,G,5,C3_Perennial,0,0.795,0.19
1994,53,G,5,Annual,0,0.795,0.015
1994,53,G,6,C3_Perennial,0.01,0.7275,0.25
1994,53,G,6,Annual,0.01,0.7275,0.0125
1994,53,G,7,C3_Perennial,0,0.7575,0.23
1994,53,G,7,Annual,0,0.7575,0.0125
1994,53,G,8,C3_Perennial,0,0.64,0.31
1994,53,G,8,Annual,0,0.64,0.05
1994,53,G,9,C3_Perennial,0.02,0.665,0.28
1994,53,G,9,Annual,0.02,0.665,0.035
1994,53,G,10,C3_Perennial,0,0.7475,0.2
1994,53,G,10,Annual,0,0.7475,0.0525
1994,53,G,11,C3_Perennial,0.08,0.5125,0.35
1994,53,G,11,Annual,0.08,0.5125,0.0575
1994,53,G,12,C3_Perennial,0.02,0.66,0.3
1994,53,G,12,Annual,0.02,0.66,0.02
1994,53,G,13,C3_Perennial,0,0.7275,0.24
1994,53,G,13,Annual,0,0.7275,0.0325
1994,53,G,14,C3_Perennial,0.01,0.705,0.2
1994,53,G,14,Annual,0.01,0.705,0.085
1994,53,G,15,C3_Perennial,0,0.765,0.2
1994,53,G,15,Annual,0,0.765,0.035
1994,53,G,16,C3_Perennial,0.02,0.4975,0.18
1994,53,G,16,Annual,0.02,0.4975,0.3025
1994,53,G,17,C3_Perennial,0,0.745,0.14
1994,53,G,17,Annual,0,0.745,0.115
1994,53,G,18,C3_Perennial,0,0.81,0.18
1994,53,G,18,Annual,0,0.81,0.01
1994,53,G,19,C3_Perennial,0.005,0.79,0.09
1994,53,G,19,Annual,0.005,0.79,0.115
1994,53,G,20,C3_Perennial,0.05,0.72,0.18
1994,53,G,20,Annual,0.05,0.72,0.03
1994,53,G,20,C4S_Perennial,0.05,0.72,0.02
1994,53,G,21,C3_Perennial,0,0.8275,0.11
1994,53,G,21,Annual,0,0.8275,0.0225
1994,53,G,21,C4S_Perennial,0,0.8275,0.01
1994,53,G,21,Forb_Perennial,0,0.8275,0.03
1994,53,G,22,C3_Perennial,0,0.755,0.12
1994,53,G,22,Annual,0,0.755,0.055
1994,53,G,22,Forb_Perennial,0,0.755,0.07
1994,53,G,23,C3_Perennial,0.01,0.6775,0.07
1994,53,G,23,Annual,0.01,0.6775,0.1425
1994,53,G,23,Forb_Perennial,0.01,0.6775,0.1
1994,53,G,24,C3_Perennial,0.01,0.655,0.17
1994,53,G,24,Annual,0.01,0.655,0.085
1994,53,G,24,Forb_Perennial,0.01,0.655,0.08
1994,53,G,25,C3_Perennial,0,0.45,0.12
1994,53,G,25,Annual,0,0.45,0.05
1994,53,G,25,Forb_Perennial,0,0.45,0.38
1994,53,R,1,C3_Perennial,0.03,0.5975,0.3
1994,53,R,1,Annual,0.03,0.5975,0.0225
1994,53,R,1,C4S_Perennial,0.03,0.5975,0.02
1994,53,R,2,C3_Perennial,0.06,0.335,0.33
1994,53,R,2,Annual,0.06,0.335,0.135
1994,53,R,2,C4S_Perennial,0.06,0.335,0.08
1994,53,R,3,C3_Perennial,0.06,0.3975,0.37
1994,53,R,3,Annual,0.06,0.3975,0.1125
1994,53,R,4,C3_Perennial,0.025,0.5825,0.35
1994,53,R,4,Annual,0.025,0.5825,0.0175
1994,53,R,5,C3_Perennial,0.04,0.64,0.21
1994,53,R,5,Annual,0.04,0.64,0.07
1994,53,R,6,C3_Perennial,0.03,0.6,0.31
1994,53,R,6,Annual,0.03,0.6,0.03
1994,53,R,7,C3_Perennial,0.04,0.54,0.34
1994,53,R,7,Annual,0.04,0.54,0.04
1994,53,R,8,C3_Perennial,0.05,0.48,0.32
1994,53,R,8,Annual,0.05,0.48,0.1
1994,53,R,9,C3_Perennial,0.035,0.5,0.34
1994,53,R,9,Annual,0.035,0.5,0.09
1994,53,R,10,C3_Perennial,0.05,0.4825,0.28
1994,53,R,10,Annual,0.05,0.4825,0.1375
1994,53,R,11,C3_Perennial,0.04,0.5475,0.3
1994,53,R,11,Annual,0.04,0.5475,0.0725
1994,53,R,12,C3_Perennial,0.04,0.5375,0.28
1994,53,R,12,Annual,0.04,0.5375,0.0975
1994,53,R,12,Leg_Perennial,0.04,0.5375,0.005
1994,53,R,13,C3_Perennial,0.025,0.58,0.34
1994,53,R,13,Annual,0.025,0.58,0.03
1994,53,R,14,C3_Perennial,0.045,0.52,0.35
1994,53,R,14,Leg_Perennial,0.045,0.52,0.02
1994,53,R,14,Annual,0.045,0.52,0.02
1994,53,R,15,C3_Perennial,0.11,0.42,0.35
1994,53,R,15,Annual,0.11,0.42,0.005
1994,53,R,15,Leg_Perennial,0.11,0.42,0.005
1994,53,R,16,C3_Perennial,0.055,0.4375,0.4
1994,53,R,16,Annual,0.055,0.4375,0.0525
1994,53,R,17,C3_Perennial,0.055,0.4575,0.32
1994,53,R,17,Annual,0.055,0.4575,0.1125
1994,53,R,18,C3_Perennial,0.055,0.43,0.3
1994,53,R,18,Annual,0.055,0.43,0.16
1994,53,R,19,C3_Perennial,0.035,0.5,0.41
1994,53,R,19,Annual,0.035,0.5,0.02
1994,53,R,20,C3_Perennial,0.06,0.42,0.49
1994,53,R,20,Annual,0.06,0.42,0.03
1994,53,R,21,C3_Perennial,0.05,0.365,0.35
1994,53,R,21,Annual,0.05,0.365,0.185
1994,53,R,22,C3_Perennial,0.015,0.4575,0.39
1994,53,R,22,Annual,0.015,0.4575,0.1225
1994,53,R,23,C3_Perennial,0.08,0.5825,0.23
1994,53,R,23,Annual,0.08,0.5825,0.1075
1994,53,R,24,C3_Perennial,0.235,0.28,0.21
1994,53,R,24,Annual,0.235,0.28,0.04
1994,53,R,25,C3_Perennial,0,0.685,0.29
1994,53,R,25,Annual,0,0.685,0.025
1994,53,W,1,C3_Perennial,0.1,0.395,0.5
1994,53,W,1,Annual,0.1,0.395,0.005
1994,53,W,2,C3_Perennial,0,0.6525,0.325
1994,53,W,2,Annual,0,0.6525,0.0225
1994,53,W,3,C3_Perennial,0,0.7075,0.29
1994,53,W,3,Annual,0,0.7075,0.0025
1994,53,W,4,C3_Perennial,0,0.6675,0.33
1994,53,W,4,Annual,0,0.6675,0.0025
1994,53,W,5,C3_Perennial,0.00625,0.7275,0.255
1994,53,W,5,Annual,0.00625,0.7275,0.005
1994,53,W,6,C3_Perennial,0.6875,0,0.26
1994,53,W,6,Annual,0.6875,0,0.0525
1994,53,W,7,C3_Perennial,0,0.7325,0.265
1994,53,W,7,Annual,0,0.7325,0.0025
1994,53,W,8,C3_Perennial,0,0.69,0.31
1994,53,W,9,C3_Perennial,0.005,0.725,0.265
1994,53,W,9,Annual,0.005,0.725,0.005
1994,53,W,10,C3_Perennial,0,0.735,0.26
1994,53,W,10,Annual,0,0.735,0.005
1994,53,W,11,C3_Perennial,0,0.565,0.42
1994,53,W,11,Annual,0,0.565,0.0125
1994,53,W,11,C4S_Perennial,0,0.565,0.0025
1994,53,W,12,C3_Perennial,0.025,0.445,0.37
1994,53,W,12,Annual,0.025,0.445,0.11
1994,53,W,12,C4S_Perennial,0.025,0.445,0.05
1994,53,W,13,C3_Perennial,0,0.6375,0.275
1994,53,W,13,Annual,0,0.6375,0.0175
1994,53,W,13,C4S_Perennial,0,0.6375,0.07
1994,53,W,14,C3_Perennial,0.05,0.6125,0.28
1994,53,W,14,Annual,0.05,0.6125,0.0425
1994,53,W,14,Leg_Perennial,0.05,0.6125,0.015
1994,53,W,15,C3_Perennial,0,0.5875,0.33
1994,53,W,15,Annual,0,0.5875,0.0825
1994,53,W,16,C3_Perennial,0.02,0.47,0.4
1994,53,W,16,Annual,0.02,0.47,0.11
1994,53,W,17,C3_Perennial,0.17,0.245,0.28
1994,53,W,17,Annual,0.17,0.245,0.305
1994,53,W,18,C3_Perennial,0.2,0.2575,0.35
1994,53,W,18,Annual,0.2,0.2575,0.1925
1994,53,W,19,C3_Perennial,0,0.65,0.32
1994,53,W,19,Annual,0,0.65,0.03
1994,53,W,20,C3_Perennial,0.15,0.43,0.39
1994,53,W,20,Annual,0.15,0.43,0.03
1994,53,W,21,C3_Perennial,0.05,0.53,0.3
1994,53,W,21,Annual,0.05,0.53,0.11
1994,53,W,21,Forb_Perennial,0.05,0.53,0.01
1994,53,W,22,C3_Perennial,0.04,0.5875,0.26
1994,53,W,22,Annual,0.04,0.5875,0.1075
1994,53,W,22,Forb_Perennial,0.04,0.5875,0.005
1994,53,W,23,C3_Perennial,0,0.6675,0.28
1994,53,W,23,Annual,0,0.6675,0.0525
1994,53,W,24,C3_Perennial,0,0.5,0.5
1994,53,W,25,C3_Perennial,0,0.48,0.35
1994,53,W,25,C4S_Perennial,0,0.48,0.07
1994,53,W,25,Annual,0,0.48,0.1
1994,53,Y,1,C3_Perennial,0.0025,0.8225,0.14
1994,53,Y,1,Annual,0.0025,0.8225,0.035
1994,53,Y,2,C3_Perennial,0.02,0.85,0.12
1994,53,Y,2,Annual,0.02,0.85,0.01
1994,53,Y,3,C3_Perennial,0,0.86,0.1125
1994,53,Y,3,Annual,0,0.86,0.0275
1994,53,Y,4,C3_Perennial,0.01,0.7925,0.16
1994,53,Y,4,Annual,0.01,0.7925,0.0375
1994,53,Y,5,C3_Perennial,0.15,0.6425,0.14
1994,53,Y,5,Annual,0.15,0.6425,0.065
1994,53,Y,5,Forb_Perennial,0.15,0.6425,0.0025
1994,53,Y,6,C3_Perennial,0,0.735,0.155
1994,53,Y,6,Annual,0,0.735,0.11
1994,53,Y,7,C3_Perennial,0.01,0.78,0.17
1994,53,Y,7,Annual,0.01,0.78,0.04
